X1	X2	Y
0.419	0.564	neg
-0.112	0.308	pos
0.082	0.523	pos
0.242	0.939	pos
0.103	0.386	pos
-0.332	0.062	neg
0.216	0.128	neg
-0.224	0.775	pos
0.207	0.818	pos
0.387	0.047	neg
-0.455	0.353	neg
-0.068	0.01	neg
0.105	0.607	pos
-0.001	0.474	pos
0.459	0.007	neg
0.103	0.029	neg
-0.488	0.484	neg
0.346	0.623	neg
-0.283	0.819	pos
-0.317	0.598	neg
0.354	0.554	neg
0.112	0.968	pos
0.445	0.161	neg
-0.125	0.556	pos
-0.43	0.62	neg
-0.09	0.588	pos
-0.486	0.786	neg
-0.229	0.241	neg
-0.419	0.855	neg
0.123	0.581	pos
-0.127	0.718	pos
-0.248	0.149	neg
0.204	0.335	neg
0.106	0.307	pos
0.279	0.094	neg
-0.071	0.662	pos
0.022	0.306	pos
-0.141	0.02	neg
-0.405	0.822	neg
0.098	0.201	pos
0.434	0.891	neg
-0.047	0.719	pos
-0.387	0.903	neg
-0.29	0.29	neg
-0.298	0.438	neg
0.099	0.246	pos
-0.192	0.795	pos
0.249	0.271	neg
0.113	0.809	pos
-0.262	0.527	neg
0.102	0.205	pos
0.049	0.173	pos
0.107	0.174	pos
-0.358	0.291	neg
-0.47	0.288	neg
0.001	0.966	pos
-0.133	0.617	pos
-0.185	0.681	pos
-0.037	0.007	neg
0.079	0.358	pos
0.021	0.093	pos
-0.213	0.062	neg
0.072	0.748	pos
-0.172	0.154	neg
-0.235	0.251	neg
0.212	0.954	pos
0.425	0.778	neg
0.244	0.605	pos
0.114	0.129	neg
0.315	0.968	neg
-0.184	0.802	pos
0.022	0.951	pos
0.066	0.224	pos
0.074	0.503	pos
0.256	0.788	pos
0.103	0.188	pos
-0.439	0.223	neg
0.431	0.306	neg
0.207	0.679	pos
-0.044	0.596	pos
0.491	0.022	neg
0.229	0.246	neg
0.413	0.516	neg
-0.221	0.105	neg
0.23	0.849	pos
-0.274	0.834	pos
-0.486	0.561	neg
0.18	0.652	pos
0.04	0.194	pos
-0.239	0.893	pos
0.34	0.598	neg
0.191	0.119	neg
0.254	0.256	neg
-0.167	0.076	neg
-0.382	0.473	neg
-0.343	0.622	neg
-0.049	0.251	pos
0.041	0.984	pos
0.482	0.834	neg
-0.223	0.546	pos
-0.418	0.709	neg
0.357	0.413	neg
-0.178	0.727	pos
-0.324	0.95	neg
0.038	0.546	pos
0.024	0.234	pos
0.194	0.533	pos
0.189	0.951	pos
-0.358	0.436	neg
0.048	0.523	pos
0.01	0.176	pos
-0.077	0.073	pos
0.429	0.271	neg
0.046	0.226	pos
0.207	0.266	neg
0.328	0.45	neg
0.294	0.641	neg
0.388	0.527	neg
-0.237	0.457	neg
-0.406	0.27	neg
-0.337	0.032	neg
-0.346	0.423	neg
0.382	0.137	neg
-0.372	0.768	neg
-0.065	0.913	pos
-0.409	0.745	neg
0.065	0.179	pos
-0.076	0.496	pos
-0.464	0.576	neg
0.032	0.094	pos
0.397	0.19	neg
0.136	0.644	pos
0.34	0.756	neg
0.238	0.428	neg
-0.086	0.277	pos
0.227	0.011	neg
-0.078	0.09	pos
0.279	0.106	neg
0.089	0.927	pos
0.262	0.567	neg
0.101	0.128	pos
0.166	0.806	pos
-0.416	0.862	neg
-0.404	0.585	neg
0.373	0.087	neg
0.324	0.309	neg
-0.187	0.185	neg
0.184	0.709	pos
0.033	0.717	pos
0.236	0.157	neg
0.313	0.205	neg
-0.131	0.921	pos
-0.383	0.638	neg
0.278	0.619	neg
0.057	0.721	pos
-0.215	0.613	pos
0.077	0.218	pos
0.199	0.577	pos
-0.447	0.761	neg
0.405	0.411	neg
-0.186	0.166	neg
0.07	0.227	pos
0.049	0.679	pos
-0.42	0.167	neg
0.097	0.634	pos
-0.378	0.814	neg
-0.071	0.813	pos
-0.155	0.52	pos
0.187	0.197	neg
0.075	0.243	pos
-0.038	0.089	pos
0.108	0.521	pos
-0.469	0.782	neg
-0.497	0.383	neg
-0.487	0.101	neg
-0.117	0.129	neg
0.139	0.174	neg
-0.094	0.454	pos
-0.12	0.843	pos
0.235	0.982	pos
-0.489	0.474	neg
0.461	0.455	neg
0.066	0.513	pos
0.106	0.373	pos
0.481	0.837	neg
0.479	0.853	neg
-0.154	0.539	pos
-0.102	0.41	pos
-0.073	0.331	pos
-0.487	0.521	neg
0.069	0.583	pos
-0.294	0.169	neg
-0.218	0.234	neg
-0.333	0.519	neg
0.369	0.911	neg
-0.076	0.236	pos
0.343	0.493	neg
-0.2	0.876	pos
0.089	0.658	pos
0.217	0.317	neg
-0.077	0.265	pos
-0.402	0.938	neg
0.235	0.093	neg
0.279	0.802	pos
-0.271	0.106	neg
-0.352	0.623	neg
0.226	0.965	pos
0.204	0.261	neg
0.255	0.7	pos
-0.229	0.177	neg
0.104	0.601	pos
-0.249	0.413	neg
-0.1	0.903	pos
0.266	0.909	pos
0.156	0.719	pos
-0.304	0.624	neg
0.366	0.542	neg
0.497	0.26	neg
0.438	0.223	neg
-0.225	0.016	neg
-0.113	0.973	pos
0.474	0.726	neg
-0.15	0.881	pos
-0.258	0.132	neg
0.216	0.092	neg
0.486	0.129	neg
0.162	0.78	pos
-0.227	0.261	neg
0.268	0.541	neg
0.434	0.027	neg
-0.321	0.119	neg
0.205	0.9	pos
0.115	0.158	pos
0.4	0.662	neg
0.303	0.241	neg
-0.443	0.841	neg
0.331	0.033	neg
0.057	0.039	pos
0.433	0.563	neg
-0.021	0.004	pos
0.068	0.288	pos
0.419	0.589	neg
0.109	0.828	pos
0.188	0.39	pos
0.046	0.14	pos
-0.472	0.057	neg
0.221	0.744	pos
0.058	0.212	pos
-0.183	0.136	neg
-0.257	0.326	neg
-0.039	0.387	pos
0.081	0.782	pos
-0.103	0.29	pos
0.415	0.838	neg
-0.433	0.515	neg
0.334	0.405	neg
-0.491	0.951	neg
0.16	0.405	pos
-0.175	0.729	pos
0.235	0.967	pos
-0.152	0.771	pos
-0.448	0.639	neg
0.086	0.776	pos
0.273	0.272	neg
-0.18	0.732	pos
-0.118	0.485	pos
-0.108	0.962	pos
0.282	0.663	neg
0.104	0.347	pos
0.019	0.976	pos
-0.37	0.748	neg
0.071	0.17	pos
0.018	0.899	pos
-0.087	0.336	pos
-0.015	0.808	pos
-0.32	0.761	neg
0.33	0.653	neg
0.417	0.712	neg
-0.175	0.841	pos
0.248	0.266	neg
-0.309	0.45	neg
0.433	0.566	neg
0.027	0.107	pos
-0.082	0.46	pos
-0.468	0.752	neg
-0.375	0.353	neg
-0.244	0.62	pos
0.022	0.659	pos
-0.196	0.484	pos
-0.472	0.591	neg
-0.262	0.171	neg
-0.079	0.748	pos
0.358	0.286	neg
0.041	0.154	pos
-0.399	0.015	neg
0.001	0.444	pos
0.138	0.898	pos
-0.405	0.995	neg
0.267	0.415	neg
0.226	0.821	pos
-0.164	0.996	pos
0.088	0.499	pos
0.34	0.717	neg
-0.106	0.843	pos
0.288	0.066	neg
-0.339	0.094	neg
-0.451	0.429	neg
-0.482	0.619	neg
0.262	0.827	pos
-0.365	0.691	neg
0.396	0.707	neg
0.371	0.108	neg
0.087	0.315	pos
-0.32	0.483	neg
-0.177	0.272	neg
0.452	0.227	neg
0.071	0.185	pos
-0.488	0.885	neg
-0.222	0.226	neg
-0.457	0.243	neg
0.284	0.265	neg
-0.286	0.843	pos
0.33	0.638	neg
0.484	0.728	neg
-0.233	0.908	pos
0.068	0.25	pos
-0.439	0.112	neg
0.135	0.563	pos
-0.021	0.71	pos
0.277	0.83	pos
0.451	0.327	neg
-0.09	0.725	pos
-0.184	0.922	pos
-0.311	0.472	neg
0.057	0.424	pos
-0.231	0.417	neg
0.134	0.964	pos
0.178	0.919	pos
0.411	0.188	neg
0.05	0.842	pos
-0.471	0.19	neg
0.385	0.36	neg
-0.043	0.125	pos
-0.102	0.992	pos
-0.438	0.697	neg
0.342	0.392	neg
-0.365	0.867	neg
-0.475	0.65	neg
-0.287	0.72	neg
0.027	0.906	pos
0.276	0.718	neg
0.463	0.533	neg
0.454	0.961	neg
0.091	0.818	pos
-0.026	0.464	pos
-0.108	0.993	pos
0.308	0.303	neg
-0.433	0.604	neg
0.453	0.993	neg
0.328	0.899	neg
-0.404	0.99	neg
-0.146	0.024	neg
0.282	0.455	neg
-0.498	0.954	neg
-0.494	0.151	neg
0.022	0.645	pos
-0.027	0.305	pos
-0.412	0.082	neg
0.484	0.496	neg
-0.235	0.489	neg
0.302	0.681	neg
-0.355	0.671	neg
-0.056	0.139	pos
0.108	0.487	pos
0.155	0.114	neg
0.349	0.725	neg
0.211	0.45	pos
0.165	0.098	neg
0.212	0.294	neg
0.212	0.32	neg
-0.367	0.022	neg
-0.124	0.513	pos
-0.479	0.155	neg
-0.246	0.629	pos
-0.359	0.47	neg
0.141	0.113	neg
0.178	0.294	neg
0.43	0.018	neg
0.496	0.605	neg
-0.471	0.845	neg
0.152	0.177	neg
0.283	0.984	pos
0.277	0.301	neg
-0.017	0.137	pos
0.289	0.045	neg
0.109	0.766	pos
0.255	0.077	neg
0.323	0.885	neg
0.411	0.785	neg
0.471	0.608	neg
0.257	0.724	pos
-0.483	0.702	neg
-0.239	0.221	neg
0.36	0.991	neg
-0.268	0.062	neg
0.496	0.337	neg
-0.198	0.282	neg
0.394	0.973	neg
-0.338	0.249	neg
-0.429	0.283	neg
-0.082	0.922	pos
-0.395	0.304	neg
-0.299	0.814	neg
0.242	0.991	pos
0.142	0.203	pos
0.176	0.018	neg
0.24	0.368	neg
0.471	0.844	neg
-0.267	0.519	neg
0.143	0.416	pos
-0.051	0.987	pos
0.357	0.92	neg
0.09	0.492	pos
0.332	0.486	neg
0.117	0.348	pos
0.078	0.108	pos
0.402	0.183	neg
-0.362	0.814	neg
-0.43	0.635	neg
0.455	0.965	neg
-0.444	0.773	neg
-0.496	0.05	neg
-0.489	0.102	neg
-0.043	0.83	pos
0.131	0.259	pos
0.386	0.527	neg
0.399	0.766	neg
-0.133	0.231	pos
-0.306	0.046	neg
-0.27	0.319	neg
0.036	0.098	pos
-0.155	0.903	pos
0.448	0.312	neg
-0.245	0.527	neg
0.24	0.465	neg
-0.261	0.695	pos
-0.279	0.46	neg
0.097	0.297	pos
0.034	0.61	pos
0.332	0.078	neg
0.378	0.459	neg
-0.331	0.82	neg
-0.13	0.203	pos
0.213	0.004	neg
0.431	0.502	neg
-0.197	0.358	neg
0.335	0.057	neg
-0.257	0.027	neg
-0.445	0.276	neg
-0.11	0.617	pos
0.453	0.986	neg
-0.036	0.284	pos
-0.427	0.522	neg
-0.277	0.581	neg
-0.404	0.844	neg
-0.36	0.856	neg
-0.091	0.681	pos
-0.379	0.712	neg
0.347	0.848	neg
0.057	0.869	pos
0.122	0.447	pos
0.277	0.625	neg
-0.135	0.382	pos
0.226	0.828	pos
0.165	0.425	pos
0.347	0.842	neg
0.441	0.204	neg
0.416	0.304	neg
-0.443	0.875	neg
0.396	0.38	neg
0.091	0.029	neg
0.087	0.189	pos
-0.04	0.94	pos
0.203	0.289	neg
0.304	0.692	neg
0.337	0.04	neg
0.14	0.355	pos
-0.122	0.68	pos
-0.157	0.192	neg
0.136	0.635	pos
0.241	0.558	neg
0.107	0.985	pos
-0.148	0.757	pos
-0.054	0.125	pos
-0.028	0.698	pos
0.298	0.415	neg
0.431	0.511	neg
-0.174	0.102	neg
0.01	0.225	pos
0.422	0.685	neg
-0.012	0.488	pos
-0.432	0.89	neg
0.42	0.776	neg
-0.178	0.344	pos
0.307	0.025	neg
0.449	0.035	neg
0.461	0.345	neg
0.063	0.014	neg
-0.458	0.529	neg
0.103	0.007	neg
-0.41	0.956	neg
0.492	0.275	neg
-0.011	0.958	pos
-0.078	0.327	pos
-0.256	0.593	neg
-0.374	0.678	neg
-0.34	0.376	neg
-0.491	0.224	neg
0.015	0.817	pos
0.409	0.533	neg
0.141	0.909	pos
-0.487	0.505	neg
0.444	0.348	neg
-0.173	0.666	pos
-0.459	0.972	neg
-0.039	0.522	pos
-0.407	0.59	neg
0.294	0.777	neg
0.243	0.835	pos
0.351	0.883	neg
0.216	0.742	pos
-0.301	0.551	neg
0.446	0.632	neg
0.06	0.819	pos
-0.219	0.964	pos
-0.057	0.642	pos
-0.274	0.467	neg
-0.41	0.797	neg
0.438	0.885	neg
0.249	0.001	neg
-0.065	0.895	pos
0.372	0.286	neg
-0.036	0.21	pos
-0.226	0.854	pos
-0.171	0.431	pos
-0.261	0.595	neg
0.328	0.805	neg
0.225	0.693	pos
-0.382	0.027	neg
-0.378	0.315	neg
0.292	0.607	neg
-0.433	0.053	neg
-0.296	0.676	neg
-0.248	0.789	pos
-0.068	0.152	pos
-0.098	0.36	pos
-0.442	0.076	neg
0.011	0.398	pos
-0.437	0.811	neg
-0.106	0.205	pos
-0.092	0.286	pos
0.429	0.103	neg
0.179	0.416	pos
-0.44	0.374	neg
-0.135	0.78	pos
-0.26	0.2	neg
-0.289	0.807	neg
-0.215	0.622	pos
-0.031	0.861	pos
-0.116	0.468	pos
0.485	0.076	neg
0.252	0.796	pos
0.464	0.907	neg
0.376	0.691	neg
-0.009	0.107	pos
0.224	0.564	pos
-0.029	0.707	pos
-0.177	0.342	pos
-0.084	0.108	pos
0.05	0.184	pos
0.185	0.132	neg
0.33	0.782	neg
-0.055	0.072	pos
-0.014	0.349	pos
0.319	0.584	neg
-0.49	0.012	neg
-0.103	0.93	pos
0.248	0.242	neg
0.121	0.039	neg
0.421	0.011	neg
-0.352	0.151	neg
-0.315	0.398	neg
-0.492	0.101	neg
0.047	0.998	pos
-0.01	0.589	pos
-0.444	0.058	neg
0.409	0.432	neg
0.236	0.725	pos
0.243	0.389	neg
0.395	0.796	neg
-0.044	0.283	pos
-0.19	0.03	neg
0.208	0.842	pos
-0.318	0.489	neg
0.047	0.959	pos
-0.294	0.594	neg
-0.064	0.565	pos
-0.225	0.832	pos
0.148	0.386	pos
0.051	0.92	pos
0.19	0.264	neg
0.421	0.522	neg
0.31	0.905	neg
0.126	0.568	pos
-0.021	0.681	pos
0.433	0.783	neg
-0.499	0.17	neg
0.106	0.214	pos
-0.078	0.646	pos
0.003	0.059	pos
-0.209	0.69	pos
0.079	0.059	neg
-0.251	0.467	neg
0.229	0.678	pos
0.482	0.64	neg
0.142	0.379	pos
-0.131	0.896	pos
-0.485	0.601	neg
-0.303	0.165	neg
-0.322	0.685	neg
0.265	0.472	neg
0.346	0.084	neg
0.145	0.453	pos
0.015	0.014	pos
-0.084	0.942	pos
0.09	0.135	pos
0.02	0.734	pos
0.069	0.455	pos
0.447	0.42	neg
-0.37	0.183	neg
0.325	0.78	neg
0.329	0.746	neg
-0.236	0.177	neg
0.318	0.661	neg
-0.27	0.489	neg
0.053	0.001	neg
0.152	0.488	pos
0.065	0.882	pos
-0.18	0.211	neg
-0.047	0.622	pos
0.375	0.756	neg
0.002	0.599	pos
0.011	0.702	pos
0.35	0.433	neg
0.19	0.261	neg
-0.394	0.667	neg
-0.29	0.61	neg
0.346	0.324	neg
0.137	0.229	pos
0.118	0.518	pos
-0.077	0.033	neg
-0.217	0.994	pos
0.118	0.903	pos
-0.466	0.373	neg
-0.459	0.751	neg
0.033	0.489	pos
-0.025	0.386	pos
-0.292	0.709	neg
-0.292	0.909	pos
-0.448	0.062	neg
0.361	0.439	neg
0.369	0.427	neg
0.427	0.24	neg
-0.406	0.056	neg
-0.329	0.089	neg
-0.311	0.661	neg
-0.336	0.454	neg
-0.485	0.121	neg
0.399	0.01	neg
-0.45	0.377	neg
0.4	0.279	neg
0.216	0.727	pos
0.215	0.566	pos
0.127	0.595	pos
0.054	0.528	pos
0.031	0.532	pos
0.474	0.217	neg
-0.237	0.855	pos
0.24	0.776	pos
-0.037	0.649	pos
-0.273	0.493	neg
0.029	0.291	pos
-0.386	0.139	neg
-0.077	0.684	pos
0.074	0.951	pos
-0.223	0.779	pos
-0.203	0.667	pos
0.093	0.538	pos
0.339	0.106	neg
-0.163	0.39	pos
0.09	0.118	pos
0.494	0.083	neg
-0.316	0.424	neg
-0.274	0.851	pos
-0.48	0.573	neg
0.171	0.704	pos
0.473	0.147	neg
-0.448	0.945	neg
0.061	0.586	pos
0.224	0.439	neg
0.135	0.804	pos
-0.421	0.202	neg
-0.094	0.76	pos
-0.008	0.736	pos
-0.265	0.646	neg
0.177	0.77	pos
0.362	0.576	neg
-0.258	0.21	neg
0.493	0.345	neg
-0.492	0.078	neg
-0.067	0.045	pos
0.49	0.694	neg
0.449	0.161	neg
-0.363	0.199	neg
0.316	0.981	neg
-0.264	0.661	neg
-0.196	0.465	pos
-0.211	0.924	pos
-0.229	0.697	pos
0.07	0.519	pos
-0.28	0.37	neg
-0.183	0.371	pos
-0.11	0.998	pos
-0.089	0.643	pos
0.281	0.321	neg
0.28	0.397	neg
-0.396	0.097	neg
-0.102	0.631	pos
0.153	0.489	pos
-0.105	0.148	pos
-0.405	0.942	neg
0.026	0.795	pos
-0.469	0.816	neg
0.074	0.811	pos
-0.329	0.409	neg
0.026	0.967	pos
0.04	0.45	pos
-0.084	0.716	pos
0.333	0.011	neg
-0.105	0.174	pos
-0.089	0.58	pos
-0.275	0.141	neg
-0.384	0.073	neg
-0.089	0.401	pos
0.285	0.384	neg
-0.158	0.973	pos
-0.017	0.381	pos
0.48	0.291	neg
0.203	0.615	pos
-0.3	0.822	neg
-0.266	0.52	neg
0.012	0.907	pos
0.238	0.554	neg
-0.026	0.341	pos
0.177	0.747	pos
-0.202	0.983	pos
-0.159	0.227	neg
0.167	0.364	pos
-0.105	0.716	pos
0.261	0.041	neg
0.341	0.723	neg
-0.377	0.6	neg
-0.182	0.053	neg
0.478	0.88	neg
-0.481	0.339	neg
0.236	0.511	neg
-0.263	0.393	neg
0.356	0.211	neg
0.194	0.539	pos
0.061	0.998	pos
0.083	0.156	pos
0.184	0.556	pos
-0.309	0.827	neg
